language,id,text,file,node,lineNumber,lock,comment
en,line:035a6b1,"Bulle : Ahhhhhh, je suis mort ?",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_WakeOral,578,6c4d1899,
en,line:02f834c,Marline : <size=800%><b>Quoi ???</b></size>,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_WakeOral,579,27a790d1,
en,line:0bdbc9c,Marline : Tu me prends pour un fantôme  ?,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_WakeOral,581,b7fa7448,
en,line:054d63e,Marline : Tu vas te prendre une de ces claques tu vas voir si je suis un fantôme.,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_WakeOral,582,cd0b90f3,
en,line:0d50b40,"Astère : <i>Bulle, si on se prend une claque rappelle toi que je suis en première ligne.</i>",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_WakeOral,584,bb4415b7,
en,line:04f1a21,"Marline : Hého Bulle, ne me parle plus <b>jamais</b> sur ce thon !",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_SeumExplo,589,e57e97f2,
en,line:0d23595,Marline : Tu vas pas t'en tirer comme ça !,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_SeumExplo,590,70346caa,
en,line:0db3dd1,Marline : Si tu veux te comporter comme un adulte alors il va falloir assumer comme un adulte !,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_SeumExplo,591,ca543bb4,
en,line:0fe3b94,Bulle : Je suis un adulte !,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_SeumExplo,593,db0e9eb3,
en,line:074796e,"Marline : Non ! Là, t'es juste un gosse capricieux !",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_SeumExplo,595,44de56c8,
en,line:04559ba,Bulle : Je m'en fiche de ton avis !,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_SeumExplo,597,ca1237b2,
en,line:0c4748e,Marline : C'est pas comme ça que tu vas grandir crois moi.,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_SeumExplo,599,237546ea,
en,line:0b596ba,Marline : Reviens me parler quand tu seras calmé.,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_SeumExplo,600,5514149c,
en,line:0ffe4ae,Bulle : J'ai même plus envie de te parler de toute façon.,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_SeumExplo,602,141206f9,
en,line:0c5606f,"Marline : Parfait, moi non plus !",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_SeumExplo,603,21cc5274,
en,line:0a7ac3b,"Marline : Ah ça y est, le petit rebelle s'est calmé ?",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_SeumExcuse,609,0cb91ab3,
en,line:0dad48d,Bulle : Pardon mamie...<size=70%>je voulais pas être méchant...</size=70%>,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_SeumExcuse,611,4ca2c72f,
en,line:046ced3,"Marline : Oh t'inquiètes pas bullot, il faut avoir du caractère dans la vie !",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_SeumExcuse,612,67337788,
en,line:032cb3b,Marline : Sinon tout le monde te marchera dessus.,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_SeumExcuse,614,257f5f51,
en,line:067abd6,"Marline : Regarde ton père, personne le respecte.",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_SeumExcuse,615,cd4347b3,
en,line:03b03fa,Bulle : Mais c'est pas d'ma faute si j'ai tout le temps le seum.,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_SeumExcuse,617,31502148,
en,line:0a24b1a,Astère : <i>Ah bah il suffit de mieux jouer.</i>,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_SeumExcuse,618,a60b08bc,
en,line:06644d1,"Marline : Bullot, la vie c'est pas un kiwi !",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_SeumExcuse,619,0a101631,
en,line:0c49b12,"Marline : Il y a des gens chiants, des gens cons et pourtant on est obligés d'être gentils avec eux.",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_SeumExcuse,621,04a58f57,
en,line:02f427a,"Marline : Le jour où tu comprendras ça, tu sera un adulte.",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_SeumExcuse,622,4aa92b5d,
en,line:09b84c2,Marline : Je t'ai dis de revenir seulement quand tu seras calmé Bulle !,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_SeumSalute,627,86878dff,
en,line:004ead6,"Marline : Bulle ! T'as pas suivi mon conseil, tu devais utiliser la <color=#FFC300>canette</color=#FFC300> plus tard.",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Condition,633,0d2ad1af,
en,line:0970b0f,Marline : Mais bon j'apprécie ton esprit curieux alors tiens je t'en redonne une !,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Condition,635,a720d43b,
en,line:08e1e15,Marline : Fais attention cette fois !,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Condition,637,ce54160d,
en,line:3170b5f,"Marline: Well, Bulle, what do you want?",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Option,642,b04775b7,
en,line:3070b5f,Give an item,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Option,644,cea726ac,
en,line:3975b0f,Talk,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Option,647,e2b603b0,
en,line:0945b0f,Leave,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Option,650,4974161d,
en,line:0a69c69,"Bulle, what do you want?",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Option_2,658,25575fad,
en,line:3270b5f,Give an item,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Option_2,659,cea726ac,
en,line:3770b5f,Talk,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Option_2,661,e2b603b0,
en,line:0985b0f,Leave,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_Option_2,663,4974161d,
en,line:0934ef9,"Marline : <i><size=70%>Psssst Bulle, if you give me something, I might be motivated to tell you a story.",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_NeedNewIntercation,671,bbafb592,
en,line:01090ec,"Marline : My bubble, I love talking to you, but I'm about to miss my UberFish for the <color=\#48BC0D>abysses</color>.",Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_NeedNewLocation,676,f3316a4e,
en,line:0d920a2,Marline : Maybe I'll see you there. ,Assets/Babbles/YarnSpinner/Français/YarnPackMarline.yarn,Marline_NeedNewLocation,677,d902fb56,
en,line:08c6c61,"Ablette : Yo whaddup, doh? New to da neighbourhood?",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_EPAVE,11,4e9d7958,
en,line:0bd94b0,Ablette: Whatta ya doin'? ,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_EPAVE,13,4bae4de7,
en,line:000578e,Bulle: <size=40%>I'm visiting the area... It looks... coool...</size>,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_EPAVE,14,a98a3916,
en,line:0f71767,"Ablette: It's a pit in here! Pillow Jellyfish, Marine Currents...",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_EPAVE,15,f1fbb0a7,
en,line:0a6ce8d,Ablette: There's everything to chill and skate-bulle.,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_EPAVE,17,d75b6d7d,
en,line:083bb93,Bulle: What's a Marine Current?,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_EPAVE,19,61a62ec2,
en,line:04ad963,"Gumpy: Woooah, dat <color=""green"">small cat</color> don't know no Marine Current!",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_EPAVE,22,630ff79a,
en,line:01077e4,"Ablette: Dammmmmn, I forgot to introduce da crew. We're...",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_EPAVE,25,ca748f46,
en,line:0aa6399,Jeunes: <size=600%><b>THE DEASH SQUAD!</b><size=600%> ,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_EPAVE,29,b8392ffd,
en,line:09cc19a,"Ablette: Da one dat just clashed you is <color=""purple"">Gumpy</color>, my bodyguard.",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_EPAVE,31,893429f5,
en,line:028aa02,"Ablette: The chad at my right is<color=""purple"">Dumbo</color>, my bro.",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_EPAVE,33,a6850b5c,
en,line:057b8db,Dumbo : [nomarkup] hs[ [/nomarkup],Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_EPAVE,39,7d38e5b5,
en,line:00062c3,Bulle: Incredible!!!!,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_EPAVE,43,7ab2ad33,
en,line:0c447dd,"Ablette: Basically we're skatebullers but dat old fart <color=""purple"">Napoleon</color> nicked our skates. ",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_EPAVE,46,73bec340,
en,line:08018ea,"Bulle: Who's <color=""purple"">Napoleon</color>?",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_EPAVE,48,189f6985,
en,line:09a1b0d,Gumpy: An old man that squats in da wreck. ,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_EPAVE,50,78bc4968,
en,line:051ecf5,Gumpy: Doesn't he have something else to do with his life like...pirates things...,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_EPAVE,51,cb1e7e7e,
en,line:0f422a6,"Ablette: Bro, if you wanna visit the area like a true chad, I can give you a recipe to flex in the Marine Currents.",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_EPAVE,53,22208976,
en,line:0faad1c,Bulle: Yeah!!!!,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_EPAVE,55,bb0ab2d4,
en,line:0d9e891,"Ablette: You bring back our skates, I give it to you. Good luck dude.",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_EPAVE,56,dab5a643,
en,line:074b161,Ablette: ---,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_1,69,3e4742a6,
en,line:04d1fbb,"Ablette: Chillll dude, don't be scared, come on. ",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_1,70,5a372f8c,
en,line:079ccd4,Ablette: We're the most feared gang but that doesn't mean we're evil! ,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_1,72,1f9d5c0d,
en,line:005aaa8,"Ablette: Okay, <color=""purple"">Gumpy</color> has a badass build, but she <size=150%>only</size=150%> hit five people.",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_1,73,52c32724,
en,line:0cdfdb4,Gumpy: And each time they still had enough energy to take a Marine Current and leave here...,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_1,76,0cfee113,
en,line:0db237b,"Bulle: And t<color=""purple"">Dumbo</color>? Why doesn't he talk?",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_1,79,17f55641,
en,line:07770aa,"Ablette: <color=""purple"">Dumbo</color> ? He only speaks in our mega-secret language. And he don't like no strangers.",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_1,81,02cc651b,
en,line:09a255d,Ablette: But my hommies are his hommies! ,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_1,83,34e62c6c,
en,line:0336d57,Dumbo : gl+e »,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_1,87,4ed96e72,
en,line:07cd518,"Ablette: No <color=""purple"">Dumbo</color>, no way he'd do that, there's no reason. Did you see his face, lol? ",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_1,90,6e253ac3,
en,line:0b8b9e8,"Ablette: Remember the first time we saw <color=""purple"">Gumpy</color>, it was the same.",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_1,91,3caba148,
en,line:0c7b5c2,Bulle: What do you mean it was the same? What are you talking about?,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_1,92,81f450c4,
en,line:0f115f8,"Ablette: One day, we were chilling and we heard rap. A real banger. Spitting some straight fire.",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_1,93,e78e6040,
en,line:00202fd,Ablette: So we looked for the source.,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_1,95,60bd8579,
en,line:004417e,"Ablette: But when we found her, she left very quickly, we didn't understand anything.",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_1,97,dd0f0da8,
en,line:0ca54e8,Gumpy: Those noobs didn't know about skate-bulles,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_1,99,b85628ed,
en,line:0bc7158,Ablette: Except she was running so fast that she fell like a loser and broke her arm.,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_1,101,01e08635,
en,line:0dae225,"Gumpy: You were so sus, chasing me with your weird clothes.",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_1,103,bc502e04,
en,line:0971158,Gumpy: I wasn't in the mood to talk.,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_1,104,2179231a,
en,line:04fbbea,Bulle: Why do you all live here alone?  ,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,115,859601b3,
en,line:0fc20c7,Bulle: You don't have parents?,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,116,2a13e7a5,
en,line:0e726af,Ablette: No dude. ,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,118,ebb9898f,
en,line:08b57d4,"Bulle: Pffff, the luck...I wish I was like you. Mine are pissing me off. ",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,121,c18b0b86,
en,line:019b59c,"Ablette: Never seen ours, we don't really know what they look like.",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,123,e5c83c7f,
en,line:02ef39e,"Bulle: It's so nice, like you can do anything you want? ",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,125,5129574d,
en,line:0f2de3a,"Ablette: What did you think dude, you don't become a gang by living with your parents!  ",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,128,2eedb25e,
en,line:0913460,Ablette: We did it all by ourselves! ,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,130,a32fe471,
en,line:0678485,Ablette: That's the real streeeeeets.,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,132,ef9123f7,
en,line:0c69749,Bulle: But how do you do it when you're sick? ,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,134,23bcd694,
en,line:0e22516,Bulle: It's thanks to mom that I get better every time.,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,135,784f4281,
en,line:08bfc91,Ablette: We take care of ourselves.,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,137,d66376c1,
en,line:08787d5,Ablette: Anyway we're so <b><size=130%>powerful</size=130%></b> that diseases are afraid of us. ,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,139,e8d0fec7,
en,line:0a6d28d,Dumbo : +QT&,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,143,10d2df2f,
en,line:08b8350,Bulle: And when you're... ,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,146,44e96479,
en,line:02e7135,"Gumpy: Dude, you can't actually live without your parents?",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,148,ab1a3292,
en,line:00c5c8e,Bulle: Neither do you!,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,151,184080bd,
en,line:1283fd1," Bulle: Well, you don't either, look, you live in a lousy old boat.",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,152,5c5c4285,
en,line:0238f55,"Gumpy: You're the loser, whadaya think you are?",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,155,c51798cd,
en,line:0d6746a,Bulle: Yes I can!!!,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,158,04eb0ba5,
en,line:0a39426,"Gumpy: Well, stop talking about them 24/7 then.",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,160,0b4f7554,
en,line:03309c9,Bulle: I miss them...,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,162,a0caaad4,
en,line:0f757d3,Bulle: Sometimes I miss them...,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,163,1c7f08ac,
en,line:0e698f2,Gumpy: Ahahah what a baby! ,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,166,0f9f4c3e,
en,line:06c0ced,Bulle: You're jealous? ,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,170,139d009c,
en,line:085b803,"Gumpy: Bullshit! Parents sucks, you said it!",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,172,c273b19d,
en,line:052663e,Bulle: It sucks when they are boring! But sometimes they're cool too. ,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,174,7f45559b,
en,line:029658f,Ablette: <size=700%>OH!!!</size=700%> ,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,176,7d1978d0,
en,line:0bbb108,Ablette: Calm down!!!! ,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,177,54411d10,
en,line:01a38b5,"Ablette: Today we're alone whether we want to be or not, that's why we're in this gang. ",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,180,e48fd066,
en,line:04625aa,Ablette: We're going to <cspace=-0.1em>stick</cspace=-0.1em> our fins together and live our best lives! ,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_EPAVE_0,182,8d8dcc86,
en,line:000805a,Ablette : Mon p'tit pote ! Qu'est-ce que tu fous ici ? C'est trop gang pour toi non ?,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_ABYSSES,194,7b262c52,
en,line:0a6708d,"Bulle : Eho, vous m'aviez dit que je pouvais être dans votre groupe !",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_ABYSSES,196,904bde3e,
en,line:0c9dac3,"Gumpy : Gang ou non, on peut pas entrer dans cette boite de nuit pourrie gérée par le poisson le plus cheum de l'univers.",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_ABYSSES,198,adf69c5f,
en,line:0163447,Gumpy : De toute façon ces boloss méritent pas d'entendre mon rap.,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_ABYSSES,199,ddae9be8,
en,line:0860e2a,"Ablette : <color=""purple"">Gumpy</color> est hyper énervée, son showcase a été annulé.",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_ABYSSES,200,310c56d1,
en,line:0c13a90,Ablette : L'écoute pas elle pourrait dire des gros mots.,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_ABYSSES,201,c14cf9d2,
en,line:0aa49e7,Bulle : Pourquoi vous pouvez pas entrer ? C'est trop gang pour vous ?,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_ABYSSES,202,eb564cbc,
en,line:08482ae,"Astère : <i>Bulle en mode clash, c'est ça qu'on veut ! Dis-lui Bulle !!</i>",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_ABYSSES,203,83148be6,
en,line:03f37fd,Ablette : Non mais ça a rien à voir mon p'tit pote...,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_ABYSSES,204,59f63d7a,
en,line:0816c8f,Ablette : C'est juste qu'on est pas majeurs et on a même pas d'autorisation parentale.,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_ABYSSES,205,6091b6bc,
en,line:07369dd,"Gumpy : Laisse tomber <color=""purple"">Ablette</color>, ce mec a des yeux tellement <size=170%>gros</size=170%> qu'il a même plus de place pour avoir un cerveau.",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_ABYSSES,206,55ba635e,
en,line:0773a57,"Gumpy : On a pas de parents, comment il veut qu'on choppe une autorisation <size=170%>PARENTALE</size=170%>.",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_ABYSSES,207,e94e1e2f,
en,line:0bed776,Bulle : C'est pas pratique...,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_ABYSSES,209,fe476a57,
en,line:02174ea,"Gumpy : Bah non c'est pas pratique ! Vas-y je suis saoulée, j'me cassssssssssse.",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_ABYSSES,211,d19b4526,
en,line:01e2c1d,Ablette : On va y aller aussi...à plus mon p'tit pote.,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Intro_ABYSSES,212,2fd3c488,
en,line:05bef52,Ablette : Peut-être.,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_ABYSSES_0,222,a275931b,
en,line:086ee99,"Ablette : Yo Bulle, attention je sais ce que tu vas dire :",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_ABYSSES_0,223,e8c0fb5d,
en,line:09e2622,"Ablette : <i>""Wah, ce gang trop stylé est toujours ici, j'ai trop de chance de les croiser à nouveau.""</i>",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_ABYSSES_0,224,aa82fd35,
en,line:0f8fe64,"Ablette : Mais regarde, on a trouvé un stand de bulle-tea, c'est trop bon !!",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_ABYSSES_0,225,87cc43d9,
en,line:0efe8d4,Astère : <i>Moi j'aurais plus dit :</i>,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_ABYSSES_0,226,73e265f8,
en,line:0f352d0,"Astère : <i>""Ces boloss sont toujours là, ils ont vraiment aucun endroit où aller, c'est vraiment des SDF.""</i>",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_ABYSSES_0,227,5359809f,
en,line:0a7ea06,"Ablette : <size=60%>Psssst Bulle, on a eu une idée pour réconforter <color=""purple"">Gumpy</color>.</size=60%>",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_ABYSSES_0,228,458f6b3c,
en,line:04e63e3,Ablette : On va faire une battle de rap contre toi. Comme ça elle va bien t'éclater et elle ira mieux !,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_ABYSSES_0,229,0a6a54c6,
en,line:0e2457e,Ablette : Ça te dit ?,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_ABYSSES_0,230,30c74ca2,
en,line:024219b,"Bulle : Oui. Mais seulement si <color=""purple"">Astère</color> peut participer.",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_ABYSSES_0,231,a51bd1de,
en,line:0dc01ac,Ablette : C'est qui cette meuf ?,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_ABYSSES_0,232,f8b4c875,
en,line:0a6c592,"Bulle : C'est mon étoile de mer, elle va vous...",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_ABYSSES_0,233,f7537496,
en,line:050646a,"Astère : <i>Donne-moi un micro Bulle, je vais leur montrer !</i>",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_ABYSSES_0,234,565018c2,
en,line:0552a21,Ablette : Je déclare la battle de rap Bulle et Astère VS L'échecouade ouverte !,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_ABYSSES_0,235,ede8d2cd,
en,line:0fbed77,Gumpy : Échecouade !!! Rassemblement ! Est-ce que vous êtes readyyyyy ?????,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_ABYSSES_0,236,21b81e53,
en,line:0c7d278,Ablette : <size=800%>Échecouade !</size=800%>,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_ABYSSES_0,237,a33a8a40,
en,line:05bc549,Dumbo : $!!ky€f,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_ABYSSES_0,239,90f18188,
en,line:0dfdbaa,"Gumpy : Nous c'est l'échecouade, mais on s'est pas échoués, on va vous défoncer, on est complétements chtarbés.",Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_ABYSSES_0,242,fe8feacc,
en,line:0617aa8,Gumpy : Certains ont voulu nous mener en bateau mais ils savent pas qu'on a déjà celui d'Napoléon.,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_ABYSSES_0,243,723588d7,
en,line:0406fbe,Bulle,Assets/Babbles/YarnSpinner/Français/YarnPackJeunes.yarn,Jeunes_Story_ABYSSES_0,244,b4376857,
